#物品编号,类型,图标编号,名字,颜色,负重,装备类别,限制类型(装备限制条件:0:角色等级 4:元神等级;礼包限制条件：0:无限制 1:有无帮会 11-17:货币限制),等级限制,出售价格,转生等级限制,品质,职业,性别,装备组,装备对比,帮会捐献值,摧毁提示,装备内功,装备背景,回收金币,回收经验,回收组ID,是否可使用,能否销毁,能否存入仓库,能否推送,背包是否显示使用标志,限定次数用完之后是否显示推送,功能配置,功能参数,批量使用,使用后给的物品flag,使用后给的物品的值,物品描述,获取途径,光柱特效,装备子类型,防掉落概率(万分比),最大星级,属性值,基础属性百分百,最终属性百分比,随机最大攻击,随机最大防御,拾取类型,特效ID,等阶
#mTypeID,SubType,mIconID,mName,mColor,mWeight,mEquipType,mNeedType,mNeedParam,mPrice,mNeedZsLevel,mEquipLevel,mJob,mGender,mEquipGroup,mEquipComp,mEquipContribute,mShowDest,mAddPower,mItemBg,recycle_money,mRecycleExp,mRecycleId,mCanUse,mCanDestroy,mCanDepot,mCanPush,mBagShow,mTimesLimit,func_id,func_params,mCanMultiUse,mGiveFlag,mGiveValue,mDesp,mSource,mGZEffectID,mSubEquipType,mDropProtect,mMaxLevel,attr,baseattrprop,lastattrprop,randMDC,randMAC,mPickUpType,mEffectID,mRank
#int,int,int,string,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,int,int,int,string,string,int,int,int,int,string,string,string,int,int,int,int,int
#十二生肖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001056,1,10001056,[生肖]鼠1阶,0,0,56,0,1,0,0,2,0,0,7001,0,0,0,0,2,0,0,101,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,0,2;698;1;698;7;31;8;125;3;8;4;31,0,0,0,0,10101,4200100,1
10002056,1,10002056,[生肖]鼠2阶,0,0,56,0,2,0,0,3,0,0,7002,0,0,0,0,3,0,0,102,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,0,2;2115;1;2115;7;94;8;375;3;23;4;94,0,0,0,0,10102,4200100,2
10003056,1,10003056,[生肖]鼠3阶,0,0,56,0,3,0,0,4,0,0,7003,0,0,0,0,4,0,0,103,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,52006,0,0,0,2;4230;1;4230;7;188;8;750;3;47;4;188,0,0,0,0,10103,4200100,3
10004056,1,10004056,[生肖]鼠4阶,0,0,56,0,4,0,0,5,0,0,7004,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,52007,0,0,0,2;7043;1;7043;7;313;8;1250;3;78;4;313,0,0,0,0,10104,4200100,4
10005056,1,10005056,[生肖]鼠5阶,0,0,56,0,5,0,0,6,0,0,7005,0,0,0,0,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,null,生肖合成,52008,0,0,0,2;10553;1;10553;7;469;8;1875;3;117;4;469,0,0,0,0,10105,4200100,5
10006056,1,10006056,[生肖]鼠6阶,0,0,56,0,5,0,0,7,0,0,7006,0,0,0,0,7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,null,生肖合成,52009,0,0,0,2;14760;1;14760;7;656;8;2625;3;164;4;656,0,0,0,0,10106,4200100,6
10007056,1,10007056,[生肖]鼠7阶,0,0,56,0,5,0,0,8,0,0,7007,0,0,0,0,8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,null,生肖合成,52010,0,0,0,2;19688;1;19688;7;875;8;3500;3;219;4;875,0,0,0,0,10107,4200100,7
10001057,1,10001057,[生肖]牛1阶,0,0,57,0,1,0,0,2,0,0,7001,0,0,0,0,2,0,0,101,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,0,2;698;1;698;7;31;8;125;3;8;4;31,0,0,0,0,10101,4200200,1
10002057,1,10002057,[生肖]牛2阶,0,0,57,0,2,0,0,3,0,0,7002,0,0,0,0,3,0,0,102,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,0,2;2115;1;2115;7;94;8;375;3;23;4;94,0,0,0,0,10102,4200200,2
10003057,1,10003057,[生肖]牛3阶,0,0,57,0,3,0,0,4,0,0,7003,0,0,0,0,4,0,0,103,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,52006,0,0,0,2;4230;1;4230;7;188;8;750;3;47;4;188,0,0,0,0,10103,4200200,3
