###############测试#################
#tucheng,23,42,1500101,1,1,1
#tucheng,27,42,1500102,1,1,1
#tucheng,31,42,1500103,1,1,1
#tucheng,35,42,1500104,1,1,1
#tucheng,39,42,1500105,1,1,1
#tucheng,43,42,1500106,1,1,1
#tucheng,47,42,1500107,1,1,1
#tucheng,51,42,1500108,1,1,1
#tucheng,55,42,1500109,1,1,1
#tucheng,59,42,1500110,1,1,1
#tucheng,63,42,1500111,1,1,1
#tucheng,67,42,1500112,1,1,1
#tucheng,71,42,1500113,1,1,1
#tucheng,75,42,1500114,1,1,1
#tucheng,23,47,1500115,1,1,1
#tucheng,27,47,1500116,1,1,1
#tucheng,31,47,1500117,1,1,1
#tucheng,35,47,1500118,1,1,1
#tucheng,39,47,1500119,1,1,1
#tucheng,43,47,1500120,1,1,1
#tucheng,47,47,1500121,1,1,1
#tucheng,51,47,1500122,1,1,1
#tucheng,55,47,1500123,1,1,1
#tucheng,59,47,1500124,1,1,1
#tucheng,63,47,1500125,1,1,1
#tucheng,67,47,1500126,1,1,1
#tucheng,71,47,1500127,1,1,1
#tucheng,75,47,1500128,1,1,1
#tucheng,79,47,1500129,1,1,1
###############测试#################
tucheng,53,52,1005013,1,1,1,
###############新手1#################
xinshou1,43,79,1000110,99,30,1
xinshou1,43,79,1000110,99,30,1
xinshou1,43,79,1000110,99,30,1
xinshou1,43,79,1000111,99,30,1
xinshou1,43,79,1000111,99,30,1
xinshou1,43,79,1000111,99,30,1
xinshou1,43,79,1000111,99,30,1
xinshou1,43,79,1000112,99,30,1
xinshou1,43,79,1000112,99,30,1
xinshou1,43,79,1000112,99,30,1
###############新手2#################
xinshou2,43,79,1000110,99,30,1
xinshou2,43,79,1000110,99,30,1
xinshou2,43,79,1000110,99,30,1
xinshou2,43,79,1000110,99,30,1
xinshou2,43,79,1000111,99,30,1
xinshou2,43,79,1000111,99,30,1
xinshou2,43,79,1000111,99,30,1
xinshou2,43,79,1000112,99,30,1
xinshou2,43,79,1000112,99,30,1
xinshou2,43,79,1000112,99,30,1
###############新手3#################
xinshou3,43,79,1000110,99,30,1
xinshou3,43,79,1000110,99,30,1
xinshou3,43,79,1000110,99,30,1
xinshou3,43,79,1000110,99,30,1
xinshou3,43,79,1000111,99,30,1
xinshou3,43,79,1000111,99,30,1
xinshou3,43,79,1000112,99,30,1
xinshou3,43,79,1000112,99,30,1
xinshou3,43,79,1000112,99,30,1
xinshou3,43,79,1000112,99,30,1
###############挂机地图1###########
guaji1,38,40,1100101,90,80,1
##############挂机地图2###########
guaji2,38,40,1100102,90,80,1
##############挂机地图3###########
guaji3,38,40,1100103,90,60,1
##############挂机地图4###########
guaji4,38,40,1100104,90,60,1
##############挂机地图5###########
guaji5,38,40,1100105,90,50,1
##############挂机地图6###########
guaji6,38,40,1100106,90,50,1
###############100级-1地图#################
ji1001,49,54,1000400,99,80,1
ji1001,49,54,1000401,99,60,1
ji1001,49,54,1000500,99,10,1
###############100级-2地图#################
ji1002,49,54,1000400,99,40,1
ji1002,49,54,1000401,99,60,1
ji1002,49,54,1000500,99,10,1
ji1002,49,54,1000501,99,10,1
###############100级-3地图#################
ji1003,49,54,1000400,99,40,1
ji1003,49,54,1000401,99,40,1
ji1003,49,54,1000500,99,20,1
ji1003,49,54,1000501,99,20,1
ji1003,49,54,1000600,99,10,1
ji1003,49,54,1000601,99,10,1
###############100级-4地图#################
ji1004,49,54,1000400,99,40,1
ji1004,49,54,1000401,99,40,1
ji1004,49,54,1000500,99,20,1
ji1004,49,54,1000501,99,10,1
ji1004,49,54,1000600,99,15,1
ji1004,49,54,1000601,99,15,1
###############200级-1地图#################
ji2001,45,55,1000400,80,20,1
ji2001,45,55,1000401,80,20,1
ji2001,45,55,1000500,80,20,1
ji2001,45,55,1000501,80,20,1
ji2001,45,55,1000600,80,15,1
ji2001,45,55,1000601,80,15,1
ji2001,45,55,1000700,80,10,1
ji2001,45,55,1000701,80,10,1
###############200级-2地图#################
ji2002,45,55,1000400,80,20,1
ji2002,45,55,1000401,80,20,1
ji2002,45,55,1000500,80,20,1
ji2002,45,55,1000501,80,20,1
ji2002,45,55,1000600,80,20,1
ji2002,45,55,1000601,80,20,1
ji2002,45,55,1000700,80,10,1
ji2002,45,55,1000701,80,10,1
###############200级-3地图#################
ji2003,45,55,1000400,80,20,1
ji2003,45,55,1000401,80,20,1
ji2003,45,55,1000500,80,20,1
ji2003,45,55,1000501,80,15,1
ji2003,45,55,1000600,80,10,1
ji2003,45,55,1000601,80,15,1
ji2003,45,55,1000700,80,10,1
ji2003,45,55,1000701,80,10,1
###############200级-4地图#################
ji2004,45,55,1000400,80,10,1
ji2004,45,55,1000401,80,10,1
ji2004,45,55,1000500,80,20,1
ji2004,45,55,1000501,80,15,1
ji2004,45,55,1000600,80,20,1
ji2004,45,55,1000601,80,15,1
ji2004,45,55,1000700,80,10,1
ji2004,45,55,1000701,80,10,1
###############250级-1地图#################
ji2501,57,43,1000500,72,20,1
ji2501,57,43,1000501,72,20,1
ji2501,57,43,1000600,72,20,1
ji2501,57,43,1000601,72,15,1
ji2501,57,43,1000700,72,10,1
ji2501,57,43,1000701,72,10,1
ji2501,57,43,1000800,72,10,1
ji2501,57,43,1000801,72,10,1
ji2501,57,43,1000900,72,6,1
ji2501,57,43,1000901,72,6,1
###############250级-2地图#################
ji2502,57,43,1000500,72,10,1
ji2502,57,43,1000501,72,15,1
ji2502,57,43,1000600,72,10,1
ji2502,57,43,1000601,72,10,1
ji2502,57,43,1000700,72,10,1
ji2502,57,43,1000701,72,10,1
ji2502,57,43,1000800,72,10,1
ji2502,57,43,1000801,72,10,1
ji2502,57,43,1000900,72,6,1
ji2502,57,43,1000901,72,6,1
###############250级-3地图#################
ji2503,57,43,1000500,72,20,1
ji2503,57,43,1000501,72,10,1
ji2503,57,43,1000600,72,10,1
ji2503,57,43,1000601,72,10,1
ji2503,57,43,1000700,72,10,1
ji2503,57,43,1000701,72,10,1
ji2503,57,43,1000800,72,15,1
ji2503,57,43,1000801,72,15,1
ji2503,57,43,1000900,72,6,1
ji2503,57,43,1000901,72,6,1
###############250级-4地图#################
ji2504,57,43,1000501,72,20,1
ji2504,57,43,1000600,72,10,1
ji2504,57,43,1000601,72,10,1
ji2504,57,43,1000700,72,10,1
ji2504,57,43,1000701,72,10,1
ji2504,57,43,1000800,72,10,1
ji2504,57,43,1000801,72,10,1
ji2504,57,43,1000900,72,8,1
ji2504,57,43,1000901,72,8,1
###############300级1线地图##################
ji3001,63,50,1000600,99,10,1
ji3001,63,50,1000601,99,10,1
ji3001,63,50,1000700,99,4,1
ji3001,63,50,1000701,99,4,1
ji3001,65,41,1000800,72,10,1
ji3001,65,41,1000801,72,10,1
ji3001,65,41,1000900,72,5,1
ji3001,65,41,1000901,72,5,1
ji3001,65,41,1001000,72,5,1
ji3001,65,41,1001001,72,5,1
ji3001,65,41,1001100,72,4,1
ji3001,65,41,1001101,72,4,1
###############300级2线地图##################
ji3002,63,50,1000700,99,4,1
ji3002,63,50,1000701,99,2,1
ji3002,65,41,1000800,72,5,1
ji3002,63,50,1000801,72,10,1
ji3002,63,50,1000900,72,5,1
ji3002,63,50,1000901,72,5,1
ji3002,63,50,1001000,72,12,1
ji3002,65,41,1001001,72,12,1
ji3002,65,41,1001101,72,4,1
ji3002,65,41,1001101,72,4,1
###############300级3线地图##################
ji3003,63,50,1000700,99,3,1
ji3003,63,50,1000701,99,2,1
ji3003,63,50,1000800,99,5,1
ji3003,63,50,1000801,99,10,1
ji3003,65,41,1000900,72,5,1
ji3003,63,50,1000901,72,6,1
ji3003,63,50,1001000,72,10,1
ji3003,63,50,1001001,72,10,1
ji3003,63,50,1001101,72,5,1
ji3003,65,41,1001101,72,5,1
###############300级4线地图##################
ji3004,63,50,1000700,99,2,1
ji3004,63,50,1000701,99,2,1
ji3004,63,50,1000800,99,5,1
ji3004,63,50,1000801,99,10,1
ji3004,65,41,1000900,2,5,1
ji3004,63,50,1000901,10,8,
ji3004,63,50,1001000,8,10,
ji3004,63,50,1001001,8,10,
ji3004,63,50,1001101,8,6,
ji3004,65,41,1001101,8,6,
###################350级1线地图###############
ji3501,63,47,1000800,99,5,1
ji3501,63,47,1000801,99,10,1
ji3501,63,47,1000900,99,7,1
ji3501,63,47,1000901,99,8,1
ji3501,63,47,1001000,99,10,1
ji3501,63,47,1001001,99,10,1
ji3501,63,47,1001100,99,6,1
ji3501,63,47,1001101,99,6,1
###################350级2线地图###############
ji3502,63,47,1000800,99,5,1
ji3502,63,47,1000801,99,10,1
ji3502,63,47,1000900,99,8,1
ji3502,63,47,1000901,99,6,1
ji3502,63,47,1001000,99,6,1
ji3502,63,47,1001001,99,6,1
ji3502,63,47,1001100,99,7,1
ji3502,63,47,1001101,99,7,1
###################350级3线地图###############
ji3503,63,47,1000800,99,10,1
ji3503,63,47,1000801,99,10,1
ji3503,63,47,1000900,99,6,1
ji3503,63,47,1000901,99,5,1
ji3503,63,47,1001000,99,6,1
ji3503,63,47,1001001,99,6,1
ji3503,63,47,1001100,99,4,1
ji3503,63,47,1001101,99,4,1
###################350级4线地图###############
ji3504,63,47,1000900,99,4,1
ji3504,63,47,1000901,99,6,1
ji3504,63,47,1001000,99,6,1
ji3504,63,47,1001001,99,6,1
ji3504,63,47,1001100,99,7,1
ji3504,63,47,1001101,99,7,1
####vip4###
vipmap_4,64,64,1001400,80,10,1
vipmap_4,64,64,1001400,80,10,1
vipmap_4,64,64,1001400,80,10,1
vipmap_4,64,64,1001400,80,10,1
vipmap_4,64,64,1001400,80,10,1
vipmap_4,64,64,1001400,80,10,1
####生肖###
shengxiao1,64,64,1001500,80,10,1
shengxiao1,64,64,1001500,80,10,1
shengxiao1,64,64,1001500,80,10,1
